0.9928, 1.1724
1.9804, 1.1552
3.0392, 0.2511
3.8848, 1.4174
5.018, 17.9306
5.9984, 4.6282
7.0435, 21.143
8.0408, 8.726
9.013, 28.1943
10.008, 18.7296
11.1075, 11.0345
12.0194, 17.5138
12.9976, 29.306
14.0641, 18.6592
15.0344, 40.4894
16.0035, 19.216
16.9925, 17.4274
17.9999, 36.8951
18.9401, 52.2308
19.9651, 49.2607
20.9755, 65.1856
21.963, 65.1684
23.0309, 52.7502
23.9576, 85.2094
24.9525, 98.1823
25.9119, 133.8885
26.9605, 123.5372
27.9035, 135.3301
28.9001, 146.2363
29.8578, 184.0092
30.7832, 240.382
31.8143, 252.1734
32.8511, 234.4416
33.7384, 316.7955
34.6779, 444.6139
35.6517, 462.0156
36.4804, 663.0531
37.5184, 599.2652
38.6513, 459.8969
39.7431, 372.4897
40.6768, 351.2169
41.8111, 254.9521
42.8258, 175.8127
43.8342, 194.0995
44.8734, 173.4153
45.8899, 136.7891
46.8506, 126.1441
47.7884, 144.4321
48.8521, 137.3281
49.9141, 87.7109
50.8052, 75.8862
51.9422, 65.2382
52.9363, 56.9545
53.884, 62.8427
54.9213, 44.5204
55.9121, 40.3699
56.9354, 39.7617
57.8843, 43.8784
58.8869, 24.9663
59.9432, 27.3098
60.862, 24.932
61.9216, 23.1421
62.9236, 4.8205
63.9116, 4.2129
64.8996, 3.6053
65.9498, 13.6249
66.9388, 11.8363
67.9338, 2.3717
